user_id,gender,age,occupation,workplace_name,workplace_lat,workplace_lon,budget_min,budget_max,price_sensitivity,max_distance_km,needs_transport,preferred_room_type,food_preference,work_env_preference,social_preference,comfort_preference,noise_tolerance,curfew_flexibility,must_have_amenities,priority_wifi,priority_parking,priority_laundry,priority_power_backup,priority_ac,priority_hot_water,priority_security,priority_prayer_room
JOB-075,Male,26,Graphic Designer,Centaurus Mall Area,33.712794,73.062191,8530,30357,0.31,4.1,1,Single,Non-Veg,0.83,0.44,0.62,0.26,0.75,"Power Backup, WiFi, Parking, CCTV",1,1,0,1,0,0,0,0
JOB-076,Female,41,Marketing Executive,G-11 Markaz,33.675399,72.983365,11515,33564,0.4,7.4,1,Single,Veg,0.4,0.14,0.4,0.39,1.0,"Prayer Room, AC, Power Backup, Security Guard, Hot Water",0,0,0,1,1,1,1,1
JOB-077,Female,38,HR Manager,Centaurus Mall Area,33.71514,73.048942,11292,17842,0.37,4.5,1,Single,Both,0.56,0.58,0.63,0.34,0.36,"Generator, CCTV, Security Guard, Transport Nearby, Common Room",0,0,0,0,0,0,1,0
JOB-078,Male,26,Civil Engineer,F-10 Markaz,33.7042,72.972182,13644,19849,0.81,6.5,1,Double,Veg,0.84,0.18,0.6,0.45,0.88,"Hot Water, Parking, Prayer Room, AC",0,1,0,0,1,1,0,1
JOB-079,Male,29,Electrician,G-11 Markaz,33.676535,72.97611,17024,23520,0.29,3.1,1,Single,Both,0.75,0.46,0.65,0.17,0.74,"Common Room, WiFi, Prayer Room, Power Backup, Transport Nearby",1,0,0,1,0,0,0,1
JOB-080,Female,34,Real Estate Agent,Stock Exchange (ISE),33.71189,73.044485,16938,23683,0.65,3.1,1,Single,Both,0.58,0.37,0.71,0.16,0.59,"Laundry, AC, Common Room, Parking, Prayer Room, Generator",0,1,1,0,1,0,0,1
JOB-081,Female,35,Architect,Stock Exchange (ISE),33.704092,73.049929,17202,20941,0.42,4.3,1,Single,Veg,0.4,0.13,0.87,0.45,0.59,"AC, Common Room, Transport Nearby, Laundry",0,0,1,0,1,0,0,0
JOB-082,Male,31,Electrician,Islamabad Industrial Area (I-9),33.66398,73.047937,8379,13329,0.86,4.5,1,Shared,Veg,0.71,0.13,0.47,0.34,0.89,"Hot Water, Security Guard, WiFi, Power Backup, Generator, Prayer Room",1,0,0,1,0,1,1,1
JOB-083,Female,35,Journalist,Centaurus Mall Area,33.707724,73.047819,17204,22393,0.45,3.0,1,Single,Both,0.5,0.69,0.71,0.15,0.98,"AC, Transport Nearby, Security Guard, Prayer Room, Parking, Power Backup",0,1,0,1,1,0,1,1
JOB-084,Female,31,Teacher,Blue Area,33.709693,73.057529,15761,34778,0.52,5.2,1,Single,Non-Veg,0.95,0.29,0.54,0.35,0.89,"Security Guard, Transport Nearby, Prayer Room, CCTV, Hot Water",0,0,0,0,0,1,1,1
JOB-085,Female,36,Architect,Centaurus Mall Area,33.717781,73.062678,17563,24603,0.76,6.1,1,Double,Veg,0.72,0.26,0.69,0.49,0.7,"Transport Nearby, WiFi, Common Room, CCTV",1,0,0,0,0,0,0,0
JOB-086,Male,31,Consultant,Stock Exchange (ISE),33.704364,73.054892,8517,29278,0.86,1.8,0,Single,Non-Veg,0.41,0.51,0.55,0.41,0.94,"Transport Nearby, Parking, Security Guard",0,1,0,0,0,0,1,0
JOB-087,Male,32,Chef,F-11 Markaz,33.703529,72.967307,15531,35000,0.44,3.5,1,Double,Both,0.78,0.58,0.46,0.29,0.97,"Security Guard, Hot Water, Laundry, Prayer Room, Transport Nearby",0,0,1,0,0,1,1,1
JOB-088,Male,34,Chef,Centaurus Mall Area,33.714677,73.055968,12480,23910,0.29,5.7,1,Single,Non-Veg,0.87,0.67,0.78,0.22,0.5,"AC, CCTV, Hot Water",0,0,0,0,1,1,0,0
JOB-089,Female,27,Mechanic,G-11 Markaz,33.677928,72.983239,10249,15828,0.63,5.1,1,Single,Both,0.93,0.24,0.44,0.14,0.53,"Power Backup, Prayer Room, Parking, WiFi, Common Room, Laundry",1,1,1,1,0,0,0,1
JOB-090,Female,31,Doctor,G-11 Markaz,33.668139,72.982434,9465,32839,0.6,4.7,1,Double,Veg,0.94,0.21,0.83,0.17,0.94,"CCTV, Parking, Hot Water, WiFi, Security Guard, Prayer Room",1,1,0,0,0,1,1,1
JOB-091,Male,42,Civil Engineer,G-11 Markaz,33.67027,72.982361,16590,34774,0.82,1.9,1,Single,Veg,0.53,0.54,0.69,0.39,0.31,"Hot Water, Common Room, Laundry, Parking, Generator",0,1,1,0,0,1,0,0
JOB-092,Female,31,Banker,Stock Exchange (ISE),33.712708,73.046956,10303,27948,0.43,2.7,1,Single,Non-Veg,0.83,0.67,0.48,0.39,0.31,"Transport Nearby, Laundry, WiFi, Power Backup, CCTV",1,0,1,1,0,0,0,0
JOB-093,Female,27,Electrician,G-11 Markaz,33.674045,72.982319,12833,26876,0.63,2.5,0,Single,Non-Veg,0.82,0.46,0.55,0.32,0.63,"Laundry, Prayer Room, Common Room, Power Backup",0,0,1,1,0,0,0,1
JOB-094,Female,31,Architect,F-10 Markaz,33.711676,72.963095,16972,33764,0.55,5.0,1,Single,Non-Veg,0.9,0.37,0.71,0.39,0.64,"WiFi, CCTV, Parking, Security Guard, Generator, Laundry",1,1,1,0,0,0,1,0
JOB-095,Male,32,Business Development,Blue Area,33.713835,73.065263,11570,32520,0.25,4.0,1,Double,Both,1.0,0.66,0.34,0.47,0.32,"Parking, Transport Nearby, Generator, AC, Common Room, Laundry",0,1,1,0,1,0,0,0
JOB-096,Female,29,Mechanic,G-8 Markaz,33.680457,73.039064,10924,30528,0.48,1.9,0,Double,Veg,0.98,0.38,0.73,0.27,0.57,"Laundry, CCTV, AC, Parking",0,1,1,0,1,0,0,0
JOB-097,Female,27,Marketing Executive,Blue Area,33.720452,73.058908,8256,18142,0.34,1.7,0,Single,Both,0.79,0.13,0.74,0.26,0.46,"WiFi, Parking, Security Guard, Hot Water",1,1,0,0,0,1,1,0
JOB-098,Male,36,Real Estate Agent,Centaurus Mall Area,33.71624,73.059361,13253,23015,0.41,2.0,0,Single,Non-Veg,0.34,0.67,0.83,0.46,0.74,"Security Guard, CCTV, WiFi, AC, Generator, Prayer Room",1,0,0,0,1,0,1,1
JOB-099,Female,34,NGO Worker,G-8 Markaz,33.674798,73.036442,16813,26571,0.37,2.6,0,Double,Veg,0.69,0.68,0.63,0.15,0.47,"AC, Prayer Room, Power Backup, CCTV",0,0,0,1,1,0,0,1
JOB-100,Female,25,Doctor,Blue Area,33.711795,73.062979,17878,20525,0.81,2.3,0,Single,Non-Veg,0.51,0.65,0.43,0.18,0.82,"Laundry, Common Room, Transport Nearby, Generator, Prayer Room, Hot Water",0,0,1,0,0,1,0,1
JOB-101,Female,36,Journalist,Islamabad Industrial Area (I-9),33.664538,73.048748,12285,26069,0.56,4.5,1,Single,Both,0.63,0.6,0.85,0.25,0.59,"Transport Nearby, Parking, WiFi, Hot Water",1,1,0,0,0,1,0,0
JOB-102,Female,28,Doctor,Centaurus Mall Area,33.71068,73.056117,12026,30387,0.59,7.6,1,Single,Non-Veg,0.98,0.49,0.59,0.17,0.86,"Parking, Security Guard, CCTV, Transport Nearby",0,1,0,0,0,0,1,0
JOB-103,Male,31,Banker,Blue Area,33.719729,73.058798,11791,16018,0.7,1.1,1,Single,Both,0.75,0.66,0.85,0.36,0.31,"WiFi, Transport Nearby, Security Guard, Hot Water, Common Room, Prayer Room",1,0,0,0,0,1,1,1
JOB-104,Female,36,HR Manager,F-10 Markaz,33.711689,72.96969,11948,20237,0.63,2.8,1,Single,Non-Veg,0.36,0.68,0.58,0.2,0.79,"Prayer Room, Power Backup, WiFi, Transport Nearby, Generator",1,0,0,1,0,0,0,1
JOB-105,Female,29,Chef,Blue Area,33.717688,73.063446,9354,27733,0.79,5.5,1,Single,Veg,0.93,0.65,0.44,0.46,0.78,"Hot Water, WiFi, Power Backup, Transport Nearby, Prayer Room, Common Room",1,0,0,1,0,1,0,1
JOB-106,Female,22,Doctor,Bahria Town Phase 4,33.525307,72.927131,14525,19046,0.41,4.9,1,Single,Non-Veg,0.77,0.42,0.53,0.4,0.85,"Security Guard, AC, WiFi",1,0,0,0,1,0,1,0
JOB-107,Male,30,Banker,Centaurus Mall Area,33.716683,73.056822,17758,26257,0.88,3.3,1,Double,Non-Veg,0.64,0.31,0.86,0.27,0.78,"Power Backup, Common Room, Hot Water, Laundry, Transport Nearby, WiFi",1,0,1,1,0,1,0,0
JOB-108,Female,27,Accountant,Stock Exchange (ISE),33.707067,73.045705,8085,20186,0.51,6.3,1,Single,Veg,0.43,0.37,0.63,0.26,0.32,"Security Guard, Power Backup, Common Room, AC, Generator",0,0,0,1,1,0,1,0
JOB-109,Male,28,Journalist,F-10 Markaz,33.708598,72.970253,11977,32718,0.56,5.8,1,Single,Non-Veg,0.51,0.4,0.34,0.27,0.59,"Power Backup, AC, Hot Water, Laundry, CCTV, Common Room",0,0,1,1,1,1,0,0
JOB-110,Male,31,Accountant,G-11 Markaz,33.663108,72.978431,14224,27022,0.51,4.0,1,Double,Both,0.98,0.18,0.49,0.48,0.44,"Parking, Generator, AC, Hot Water, CCTV",0,1,0,0,1,1,0,0
JOB-111,Male,29,Data Analyst,Stock Exchange (ISE),33.70784,73.058913,11273,32679,0.9,2.3,0,Shared,Non-Veg,0.96,0.23,0.78,0.43,0.35,"Prayer Room, CCTV, Parking, Hot Water, Laundry, Common Room",0,1,1,0,0,1,0,1
JOB-112,Male,35,Journalist,F-10 Markaz,33.704185,72.970867,17539,26105,0.57,7.5,1,Double,Non-Veg,0.68,0.57,0.52,0.46,0.68,"Power Backup, Laundry, AC",0,0,1,1,1,0,0,0
JOB-113,Male,33,Teacher,Bahria Town Phase 4,33.538738,72.92484,14547,27412,0.88,4.0,1,Single,Non-Veg,0.46,0.55,0.63,0.38,0.45,"Generator, CCTV, Common Room, Security Guard, Parking",0,1,0,0,0,0,1,0
JOB-114,Female,45,Chef,F-10 Markaz,33.701727,72.976029,9406,15209,0.78,6.1,1,Single,Non-Veg,0.62,0.22,0.59,0.29,0.61,"AC, Power Backup, Hot Water, WiFi, Prayer Room, Security Guard",1,0,0,1,1,1,1,1
JOB-115,Female,33,HR Manager,I-8 Markaz,33.669256,73.061831,13422,33767,0.5,4.2,1,Double,Both,0.43,0.48,0.56,0.11,0.73,"CCTV, Common Room, Generator, Prayer Room",0,0,0,0,0,0,0,1
JOB-116,Male,34,Doctor,G-11 Markaz,33.675037,72.98504,9025,29943,0.27,7.1,1,Single,Non-Veg,0.44,0.17,0.7,0.3,0.98,"Common Room, Generator, Transport Nearby, Prayer Room, Power Backup",0,0,0,1,0,0,0,1
JOB-117,Female,29,Sales Representative,Bahria Town Phase 4,33.52576,72.924777,12873,34211,0.26,1.9,0,Single,Veg,0.43,0.52,0.61,0.27,0.4,"Generator, Parking, CCTV, Security Guard, Prayer Room, Hot Water",0,1,0,0,0,1,1,1
JOB-118,Male,31,Accountant,G-8 Markaz,33.675033,73.040716,8878,22642,0.87,4.4,1,Single,Non-Veg,0.97,0.4,0.6,0.37,0.59,"CCTV, Parking, Power Backup, WiFi, Laundry, Prayer Room",1,1,1,1,0,0,0,1
JOB-119,Male,28,Mechanic,G-11 Markaz,33.665691,72.979417,16115,34853,0.28,1.8,1,Single,Veg,0.83,0.36,0.43,0.27,0.82,"Hot Water, WiFi, CCTV, Transport Nearby",1,0,0,0,0,1,0,0
JOB-120,Female,38,Banker,Islamabad Industrial Area (I-9),33.669845,73.044878,11882,20759,0.77,5.1,1,Single,Both,0.73,0.36,0.67,0.41,0.87,"Common Room, AC, Security Guard",0,0,0,0,1,0,1,0
JOB-121,Female,33,HR Manager,Centaurus Mall Area,33.722664,73.051682,17383,23763,0.87,4.6,1,Shared,Veg,0.39,0.55,0.55,0.12,0.49,"Transport Nearby, Parking, Laundry, Prayer Room",0,1,1,0,0,0,0,1
JOB-122,Female,37,Journalist,Islamabad Industrial Area (I-9),33.658275,73.053118,14786,29079,0.52,5.4,1,Double,Veg,0.58,0.55,0.72,0.45,0.62,"AC, Common Room, WiFi, Power Backup, CCTV, Transport Nearby",1,0,0,1,1,0,0,0
JOB-123,Female,38,Mechanic,Stock Exchange (ISE),33.705485,73.050874,11470,29680,0.39,6.8,1,Single,Both,0.39,0.61,0.77,0.46,0.83,"Power Backup, Prayer Room, CCTV",0,0,0,1,0,0,0,1
JOB-124,Male,26,HR Manager,Islamabad Industrial Area (I-9),33.663304,73.058869,15009,23638,0.9,7.4,1,Double,Non-Veg,0.41,0.66,0.46,0.36,0.48,"Prayer Room, Transport Nearby, Parking, WiFi, Generator",1,1,0,0,0,0,0,1
JOB-125,Female,35,Graphic Designer,Stock Exchange (ISE),33.712488,73.055259,8017,17010,0.53,1.9,0,Single,Non-Veg,0.31,0.52,0.79,0.5,0.6,"CCTV, Power Backup, Laundry, Generator",0,0,1,1,0,0,0,0
JOB-126,Male,35,Marketing Executive,F-10 Markaz,33.702014,72.975396,10246,24787,0.74,6.3,1,Single,Both,0.4,0.42,0.31,0.36,0.61,"Prayer Room, Parking, Generator, CCTV",0,1,0,0,0,0,0,1
JOB-127,Male,24,Marketing Executive,G-8 Markaz,33.682039,73.042933,14291,27810,0.87,3.2,1,Single,Non-Veg,0.75,0.25,0.66,0.39,0.5,"Prayer Room, Hot Water, Laundry",0,0,1,0,0,1,0,1
JOB-128,Male,35,Business Development,Blue Area,33.720041,73.0649,11921,30137,0.47,2.7,0,Single,Veg,0.99,0.66,0.38,0.44,0.7,"Security Guard, Prayer Room, Parking, CCTV, Power Backup",0,1,0,1,0,0,1,1
JOB-129,Male,32,Software Engineer,G-11 Markaz,33.666452,72.986861,14520,33120,0.4,6.0,1,Double,Non-Veg,0.79,0.15,0.62,0.35,0.49,"Power Backup, Security Guard, Laundry, Parking, AC",0,1,1,1,1,0,1,0
JOB-130,Female,32,Banker,G-11 Markaz,33.674179,72.983779,11909,15806,0.37,7.5,1,Single,Both,0.73,0.29,0.75,0.4,0.38,"Transport Nearby, WiFi, Parking, CCTV",1,1,0,0,0,0,0,0
JOB-131,Female,31,Data Analyst,G-8 Markaz,33.67595,73.045496,12403,18271,0.74,1.2,1,Single,Veg,0.48,0.69,0.68,0.3,0.66,"CCTV, Common Room, Parking",0,1,0,0,0,0,0,0
JOB-132,Female,27,Marketing Executive,Bahria Town Phase 4,33.533786,72.915845,16336,18420,0.23,7.0,1,Single,Non-Veg,0.55,0.65,0.41,0.48,0.32,"Laundry, AC, Transport Nearby, Generator, Prayer Room, Parking",0,1,1,0,1,0,0,1
JOB-133,Male,32,Marketing Executive,F-11 Markaz,33.708273,72.952843,11656,30556,0.89,7.7,1,Single,Non-Veg,0.91,0.56,0.49,0.13,0.62,"Laundry, Hot Water, Common Room, Prayer Room, Transport Nearby",0,0,1,0,0,1,0,1
JOB-134,Female,29,Chef,I-8 Markaz,33.672719,73.061745,12016,18949,0.2,3.9,1,Single,Non-Veg,0.75,0.52,0.31,0.23,0.83,"Transport Nearby, Hot Water, Power Backup, Laundry, Security Guard, CCTV",0,0,1,1,0,1,1,0
JOB-135,Female,44,Accountant,G-11 Markaz,33.664488,72.98684,16515,32050,0.69,3.6,1,Shared,Veg,0.71,0.4,0.68,0.26,0.71,"Generator, Prayer Room, Parking",0,1,0,0,0,0,0,1
JOB-136,Male,28,Civil Engineer,Stock Exchange (ISE),33.713212,73.055766,13211,30046,0.39,1.5,0,Single,Both,0.38,0.16,0.57,0.23,0.38,"Laundry, CCTV, Hot Water, Prayer Room, Common Room",0,0,1,0,0,1,0,1
JOB-137,Male,25,Business Development,Bahria Town Phase 4,33.523645,72.927375,13370,20230,0.26,2.7,1,Single,Veg,0.77,0.26,0.89,0.11,0.58,"Security Guard, Transport Nearby, Laundry, Power Backup, CCTV, WiFi",1,0,1,1,0,0,1,0
JOB-138,Male,26,Teacher,I-8 Markaz,33.663091,73.066179,14098,18851,0.61,2.8,0,Single,Veg,0.44,0.49,0.79,0.14,0.89,"Power Backup, WiFi, CCTV, Prayer Room, Parking",1,1,0,1,0,0,0,1
JOB-139,Female,36,Journalist,Islamabad Industrial Area (I-9),33.656472,73.053931,10831,24429,0.35,2.3,1,Single,Veg,0.32,0.47,0.45,0.22,0.59,"WiFi, Power Backup, Hot Water, Generator, Parking, Laundry",1,1,1,1,0,1,0,0
JOB-140,Male,33,Electrician,I-8 Markaz,33.671092,73.065835,8319,22852,0.75,3.5,1,Single,Non-Veg,0.54,0.44,0.49,0.21,0.32,"WiFi, Hot Water, Transport Nearby, CCTV",1,0,0,0,0,1,0,0
JOB-141,Female,35,Graphic Designer,G-8 Markaz,33.671602,73.04401,12366,31853,0.77,7.4,1,Single,Veg,0.7,0.69,0.53,0.47,0.99,"Parking, Laundry, Common Room, AC",0,1,1,0,1,0,0,0
JOB-142,Female,41,Software Engineer,Centaurus Mall Area,33.722161,73.056018,17225,34763,0.33,7.9,1,Double,Non-Veg,0.68,0.21,0.32,0.12,0.72,"Security Guard, CCTV, WiFi",1,0,0,0,0,0,1,0
JOB-143,Female,41,Doctor,G-8 Markaz,33.675452,73.036339,13301,17252,0.22,5.1,1,Shared,Veg,0.89,0.62,0.88,0.25,0.96,"Common Room, Power Backup, AC, Hot Water, Transport Nearby, Prayer Room",0,0,0,1,1,1,0,1
JOB-144,Male,35,NGO Worker,Islamabad Industrial Area (I-9),33.666387,73.045787,17207,30570,0.82,5.3,1,Single,Both,0.71,0.21,0.48,0.38,0.39,"Transport Nearby, Common Room, Generator",0,0,0,0,0,0,0,0
JOB-145,Male,27,Civil Engineer,Bahria Town Phase 4,33.526534,72.923049,16129,22737,0.43,1.5,1,Shared,Veg,0.75,0.68,0.79,0.37,0.81,"CCTV, WiFi, Hot Water, Laundry, Security Guard",1,0,1,0,0,1,1,0
JOB-146,Male,29,Marketing Executive,Blue Area,33.70827,73.059212,14875,22325,0.82,4.5,1,Single,Both,0.56,0.6,0.77,0.33,0.83,"Parking, CCTV, Power Backup, WiFi",1,1,0,1,0,0,0,0
JOB-147,Female,22,Data Analyst,F-10 Markaz,33.698187,72.964022,14151,21423,0.71,4.8,1,Double,Veg,0.54,0.69,0.84,0.38,0.6,"Common Room, Generator, Parking, WiFi",1,1,0,0,0,0,0,0
JOB-148,Male,29,Doctor,Stock Exchange (ISE),33.713155,73.055553,16849,23195,0.66,3.1,1,Single,Non-Veg,0.7,0.6,0.39,0.24,0.6,"Prayer Room, Transport Nearby, Common Room, CCTV, Laundry",0,0,1,0,0,0,0,1
JOB-149,Male,22,HR Manager,G-11 Markaz,33.678633,72.979677,9892,21996,0.75,4.3,1,Double,Non-Veg,0.36,0.43,0.41,0.45,0.56,"WiFi, Hot Water, CCTV, Common Room, Prayer Room, Power Backup",1,0,0,1,0,1,0,1
JOB-150,Female,32,Accountant,F-10 Markaz,33.698371,72.966801,16871,25653,0.88,5.1,1,Single,Non-Veg,0.87,0.35,0.62,0.45,0.63,"CCTV, Hot Water, Power Backup, Generator",0,0,0,1,0,1,0,0
